name,review
VetTrust Kleintierpraxis Fällanden,Wir können Herr Dr. med. vet. Ebeid Mohammed wärmsten empfehlen! Wir (2 Hunde und 1 Katze) waren bereits Stammkunden in der Kleintierpraxis Horus.
VetTrust Kleintierpraxis Fällanden,"über 20 Jahre ist Dr.med vet Rico Hauser unser sehr geschätzter Tierarzt. Seine Preise sind mehr als korrekt. Er findet immer eine Lösung, auch wenn die Probleme noch so Gross sind. Er strahl eine unglaubliche Ruhe aus und  Er und seine Leute gehen sehr lieb  und einfühlsam mit den Tieren um. Ich habe absolutes Vertrauen  in diese Tierpraxis und bin sehr beruigt, dass es Sie gibt."
VetTrust Kleintierpraxis Fällanden,"Sehr freundliches, tierliebendes Team, sie sind so herzig mit den Tieren."
VetTrust Kleintierpraxis Fällanden,Er hat immer offen für Notfälle und nimmt sich auch die Zeit.Kann ich sehr gut empfehlen.Er hilft mir und meinen beiden Katzen immer. Ist sehr bembeli und empfehlenswert. Ein Besuch dort ist immer schön (Lage)
VetTrust Kleintierpraxis Fällanden,"Unsere Katzen werden seit 13 Jahren immer herzlich behandelt. Das ganze Team ist freundlich, geduldig, hilfsbereit und sehr kompetent"
VetTrust Kleintierpraxis Fällanden,Erfahrener Tierarzt. Pro Impfungen. Letztendlich hat man natürlich selbst die Entscheidung impfen oder nicht. Operiert selbst. Ist auch zuständig für Tierheim Strübeli
VetTrust Kleintierpraxis Fällanden,Sehr zu Empfehlen alles super
VetTrust Kleintierpraxis Fällanden,"Gute Behandlung, Beratung unserer Katze und faire Preisleistung! Wir kommen wieder."
VetTrust Kleintierpraxis Fällanden,"20 Wochen altes Katzenkind. Barbarische OP Narbe nach Kastra!
Kein Schmerzmittel empfohlen. Wir sind entsetzt!"
VetTrust Kleintierpraxis Fällanden,"Sie versuchten alles mögliche,um meinem Kater zu helfen.Leider musste er trotzdem eingeschläfert werden.Dem ganzen Team ein herzliches Dankeschön für all die Mühe."
VetTrust Kleintierpraxis Fällanden,Einfach nur zu Empfehlen. Alle Mitarbeiter immer sehr freundlich und hilfsbereit.
VetTrust Kleintierpraxis Fällanden,Alles klar bei dir?
VetTrust Kleintierpraxis Fällanden,Super mä fühlt sich wiä deheimä
VetTrust Kleintierpraxis Fällanden,Seit Jahren der Tierarzt für unsere Katze(n)
VetTrust Kleintierpraxis Fällanden,"Tolle Tierarztprxis, sehr sympathisch"
VetTrust Kleintierpraxis Fällanden,Rund um zufrieden
VetTrust Kleintierpraxis Fällanden,Nicht so gute erfahrungen gemacht.
VetTrust Kleintierpraxis Fällanden,Sehr gute Tierarzt
VetTrust Kleintierpraxis Fällanden,Gute Tierklinik  Parkplätze
VetTrust Kleintierpraxis Fällanden,Sehr gute Tierklinik
VetTrust Kleintierpraxis Fällanden,Praxis mit Herz
VetTrust Kleintierpraxis Fällanden,Beste und erfahreneTierartz
VetTrust Kleintierpraxis Fällanden,Sehr tierliebender Tierarzt
VetTrust Kleintierpraxis Fällanden,"Seit 10 Jahren ist Herr Dr. vet. Rico Hauser mit seinem super Team unser Tierarzt, für unsere kleine Tina 13 Jährig. Wir sind rundum sehr zufrieden,
und könnten uns keinen besseren Tierarzt vorstellen für unsere Tina.
Auch ist er immer mal für ein Spässchen aufgelegt, immer nett und immer freundlichen Empfang bei einem
allfälligen Termin.
Kann dieses Tierarzt-Team Dr. Rico Hauser nur bestens weiter empfehlen.👍👍👍👍Beste Grüsse an alle!🙋‍♂️

🍀🐕🍀🐕🍀🐕🍀🐕🍀🐕
Inzwischen ist unsere Tina 161/2 Jahre alt, und wenn sie es noch schafft bis zu ihrem Geburtstag im Dez. wäre sie dann im stolzen Alter von 17 Jahren. Aber leider  plagen Sie  immer mehr Eptilepische Anfälle & auch die Demenz ist leider schleichend zunehmend! Darum??? Wird sie das 17. noch erreichen?? Darum geniessen wir mit unserer Tina noch jeden neuen Tag intensiv!!
😪 🐕"
VetTrust Kleintierpraxis Fällanden,"Super friendly and knowledgeable staff, very happy with my customer experience.

(Übersetzt von Google)
Super freundliches und sachkundiges Personal, sehr zufrieden mit meiner Kundenerfahrung."
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Fällanden,
VetTrust Kleintierpraxis Bülach,"Wir waren nach der Übernahme erst auch eher skeptisch, gerade weil wir davor zufrieden waren.
Nach einigen Besuchen und nun auch einer ersten Notfall-Erfahrung kann ich das ganze Praxis-Team von Herzen weiterempfehlen. Kompetent und menschlich - auch wenn man selber mal anstrengend ist ;). Wir wissen mittlerweile, dass unsere Tiere in guten Händen sind. Merci."
VetTrust Kleintierpraxis Bülach,"Immer fruendlich, schnell, und kompetent. Ich fühle mich immer wohl meine Katzen hier zu bringen."
VetTrust Kleintierpraxis Bülach,"Frau Dr. Loretz und ihr Team sind sehr kompetent. Wir spüren jedes Mal, dass das Wohl unseres Hundes absolut im Vordergrund steht. Dadurch fühlen wir uns sehr gut aufgehoben. Zudem sind alle sehr freundlich und hilfsbereit. Diese Praxis können wir wirklich sehr empfehlen."
VetTrust Kleintierpraxis Bülach,"kater hat blut ausgeworfen. wurde kurz abgeklärt, medizin für magen gegeben, blutentnahme sei nicht nötig. beobachten. 200 stutz für die eine kleine abkärung. blutentnahme wäre ca. 300 stutz obendrauf.

kater liegt nun 1w später im tierspital. hat viel blut verloren und braucht deswegen transfusion. wir hoffen er schafft es :'("
VetTrust Kleintierpraxis Bülach,Unglaublich wie schnell sich unser Hope-Büsi von der Kastration erholt hat! Nur ein paar Stunden nach der OP war sie wieder topfit! Genial! Vielen herzlichen für die super Betreuung! Wir empfehlen Euch gerne weiter!
VetTrust Kleintierpraxis Bülach,"Preis / Leistung defintiv einen Flop!
Für eine normale Blasenenzündung musste ich 210Fr bezahlen für einen kleinen Hund (31cm) als der gleiche Hund mal eine Blasenenzündung hatte vor 2 Jahren bezahlte ich bei ""meiner"" Tierärztin lediglich 85Fr für die gleiche Leistung! Zudem verrechnen sie eine Gebür bei Antibiotika von 10Fr pro mal (nicht einmalig) nur weis sie kurz am PC was eintragen müssen! 1 mal und nie wieder! Auch das Personal sehr unsympatisch"
VetTrust Kleintierpraxis Bülach,Das Team von Anisano ist immer sehr hilfsbereit und freundlich. Dr.Loretz betreut meine Katzen und mein Hund seit Jahren. Sie ist wirklich sehr Kompetent und absolut vertrauenswürdig. Meine Tieren sind bei ihr in guten Händen!
VetTrust Kleintierpraxis Bülach,"Dr Berchtold ist die beste Tierärztin, die wir jemals hatten. Das ganze Team ist äusserst kompetent und empathisch.

Vielen Dank für die grossartige Unterstützung während einer gesundheitlich schwierigen Zeit unseres Hundes!"
VetTrust Kleintierpraxis Bülach,"Meine Mogli und ich lieben diese Praxis. Selten, dass sie so gerne mit zum Tierarzt kommt !"
VetTrust Kleintierpraxis Bülach,"Ich war in den vergangenen Jahren oft mit meinen Katzen in dieser Praxis und dementsprechend habe ich sehr viel Geld dort ausgegeben (was völlig in Ordung ist). Als meine Katze jedoch schwer krank geworden ist (FIP), hat die Ärztin nicht mal eine Minute Zeit gefunden, um mich zurückzurufen und die Situation mit mir zu besprechen. Eine Frechheit nach all diesen Jahren...

Zusammenfassend: respektlos und empathielos. Aber ja, für Impfungen und Bisswunden ist die Praxis tatsächlich geeignet."
VetTrust Kleintierpraxis Bülach,"Sind freundlich und zuvorkommend, aber die Tierärztin hat bei meiner Katze nicht feststellen können ob Männlich oder Weiblich. Als wir ihn Notfallmässig in den Spital bringen mussten ein paar Tage später wurde dort festgestellt dass es ein Männchen ist...Das kann doch nicht sein."
VetTrust Kleintierpraxis Bülach,"Sehr freundliches Personal, welches sich sehr gerne Zeit nimmt für jedes Tier und jeden Besitzer. Besorgte Besitzer können sie rasch beruhigen und sie gehen sehr zärtlich und einfühlsam mit den Tieren um. Leider wohne ich etwas weiter weg aber ich kann es allen in der Umgebung nur empfehlen."
VetTrust Kleintierpraxis Bülach,"War jedes Mal immer sehr zufrieden. Meinem Hund konnte immer schnell geholfen werden. Kompetentes, sehr freundliches und hilfsbereites Team! Herzlichen Dank, kann ich jedermann weiter empfehlen👍👍"
VetTrust Kleintierpraxis Bülach,Wir sind nicht nur mit der Freundlichkeit des Empfangs und der Beratung in Bezug auf unseren Hund Django rundum sehr zufrieden! Selbst in aussergewöhnlichen Fällen wurde immer rasch reagiert und ohne Zeitverzug z.B. an die notwendigen orthopädischen Spezialisten weitererverwiesen.
VetTrust Kleintierpraxis Bülach,War im Januar dort wegen der Impfung.  Hatte nicht Geld um es sofort zu bezahlen. Sie wollte mir den Termin berechnen . Mit Karte durfte ich dann zahlen aber nur gegen eine Gebühr von 5 chf. Das ist nicht Kundenfreundlich! !! Nie wieder...
VetTrust Kleintierpraxis Bülach,"Geldmacherei!
Seit VetTrust 2020 die Praxis Anisano übernommen hat, sind die Preise in die Höhe geschnellt. Um meine zwei Katzen gegen FeLV impfen zu lassen und eine Katze zu chipen wurden mir total 600.- verrechnet."
VetTrust Kleintierpraxis Bülach,"Nachdem unser Büsi (16-jährig) einen Epilepsie- und/oder Schlaganfall erlitten hatte, sah es zuerst sehr schlecht aus. Dank der Professionalität von Frau Dr. Loretz und ihrem Team kam unser Büsi wieder auf die Beine. Wir bedanken uns für die freundliche und herzliche Betreuung und empfehlen die Praxis auf jeden Fall sehr gerne weiter."
VetTrust Kleintierpraxis Bülach,"Diese Rezension gilt für die Praxis Anisano und Frau Dr. Loretz, nicht für VetTrust: Homöopathische und Schulmedizinische Beratung. Einfühlsam, kompetent und empathisch, Tierärztinnen wie auch die Praxisassistentinnen."
VetTrust Kleintierpraxis Bülach,"Super kompetent, bin sehr zufrieden"
VetTrust Kleintierpraxis Bülach,Bin absolut zufrieden mit den Behandlungen und dem Anisano Team - kann ich nur empfehlen. Termineverfügbarkeiten und Wartezeiten sind top! Immer wieder gerne!
VetTrust Kleintierpraxis Bülach,"Grossartige Tierärztinnen, sehr kompetentes und äusserst liebevolles Team!
Unser Hund Willy wurde uns 2x neu geschenkt:
Wegen einer starken Schwellung unter dem Auge musste er operativ behandelt werden. Die Operation des vereiterten Augenzahns verlief problemlos, doch ""über dem Berg"" war er noch nicht und blieb bis am Abend an der Infusion. Anschliessend erfolgte eine starke Antibiotika-Therapie unterstützt mit Homöopathie und Spagyrik.
Vor ca. 3 Monaten konnte Willy kaum mehr gehen. Verzweifelt suchte ich Frau Dr. Loretz auf, die ihn am späten Abend an ihre Tierarztkollegin mit Zusatzausbildung in Tierchiropraktik überwies. Bereits die erste Behandlung half und es folgten noch 4 weitere. Willy erholte sich komplett.

Ein grosses DANKE an das ganze AniSano-Team - einfach einmalige Spitze!"
VetTrust Kleintierpraxis Bülach,"Sorry, ich denke den Zahnstein haben Sie nicht 100% entfernt 🤔"
VetTrust Kleintierpraxis Bülach,"Die Praxis in Bülach für unsere kleinen pelzigen freunde ist nur zu empfehlen. Meine Katze war einmal sehr krank und obwohl ich dort kein kunde war, wurde ich mit ihr sehr schnell aufgenomen.Die mitarbeiter sind sehr zuvorkommen, verständnissvoll und sehr profesionell."
VetTrust Kleintierpraxis Bülach,Eine tolle Praxis mit einer sehr kompetenten und freundlichen Tierärztin und einem sehr hilfsbereiten Team. Ich fühle mich mit meinem 4Beiner rundum perfekt betreut! Vielen Dank dafür!
VetTrust Kleintierpraxis Bülach,"Sehr entäuscht von der Leistung dieses Tierarzt Teams, haben mein Tier leider beim erten mal nicht richtig Untersucht musste ein zweites mal in Narkose gelegt werden (2x in 2 Tagen) und wurde beides voll verrechnet."
VetTrust Kleintierpraxis Bülach,Wir wurden zu jederzeit freundlich und absolut professionell betreut und beraten. Vielen dank dem ganzen ani-sano team.
VetTrust Kleintierpraxis Bülach,"Super Sache... zuerst würde mit einander besprochen was einem sein Tier wert ist...
Nacher prompte und sehr freundliche Termine alles tipptopp"
VetTrust Kleintierpraxis Bülach,"Top Ärztin, erklärt auch immer schön was sie macht. Personal sehr freundlich"
VetTrust Kleintierpraxis Bülach,Ich musste mit einem notfall in diese praxis an einem sonntag abend und ich konnte sofort hin und wurde auch sofort empfangen. 👍
VetTrust Kleintierpraxis Bülach,"Sehr guter Umgang mit unserer Katze, sehr kompetent und freundlich"
VetTrust Kleintierpraxis Bülach,Sehr gute Kleintierarztpraxis. Überaus kompetent. Gute Beratung. Freundliche Crew. Liebevolle Behandlung der Tiere.
VetTrust Kleintierpraxis Bülach,"Super Tierarzt, nicht nur wir Menschen fühlen uns wohl sondern auch unsere Tiere"
VetTrust Kleintierpraxis Bülach,Sehr herzliches Team .. war mit meiner Katze dort und habe noch gute Tipps erhalten. Vielen Dank!
VetTrust Kleintierpraxis Bülach,Sind zufrieden haben 2 Katzen und gehen dort hin für Impfen und alles andere und nettes Personal.
VetTrust Kleintierpraxis Bülach,"Sympatisches Team, auch wenn man von seinem Liebling Abschied nehmen muss."
VetTrust Kleintierpraxis Bülach,Hammer Team und tolle Ärztin mit viel Mitgefühl und riesigem Engagement
VetTrust Kleintierpraxis Bülach,"kompetent, hilfsbereit, pragmatisch und genau richtig, toll!"
VetTrust Kleintierpraxis Bülach,Immer freundlich und hilfsbereit. Ich bin seh zu frieden!
VetTrust Kleintierpraxis Bülach,Immer voll zufrieden. Meine Samtpfoten sind immer in guten Händen.
VetTrust Kleintierpraxis Bülach,Kompetentes und nettes Team. Hier ist man mit seinem Tier gut aufgehoben.
VetTrust Kleintierpraxis Bülach,Sehr freundliches Team. Super Beratung.
VetTrust Kleintierpraxis Bülach,Nette Tierarzt Praxis bin sehr zufrieden
VetTrust Kleintierpraxis Bülach,Sehr freundliches Personal
VetTrust Kleintierpraxis Bülach,Sehr zufrieden :)
VetTrust Kleintierpraxis Bülach,SEHR NETTES PERSONAL.EMPFEHLENSWERT
VetTrust Kleintierpraxis Bülach,Freundliche und  kompetente Tierärtze
VetTrust Kleintierpraxis Bülach,Einfach tolö
VetTrust Kleintierpraxis Bülach,Super
VetTrust Kleintierpraxis Bülach,"(Übersetzt von Google) mein welpe geht hier gerne zum tierarzt und scheint sich sehr wohl zu fühlen. Auch nach einer Spritze kommt er gerne wieder, als wäre nichts gewesen. Das Team ist sehr nett und engagiert. Empfohlen.

(Original)
my puppy likes going to the vet here, so he seems to feel very comfortable. Even after an injection he likes to come back as if nothing had happened. The team is very kind and dedicated. Recommended."
VetTrust Kleintierpraxis Bülach,"(Übersetzt von Google) Unverschämt teuer, selbst für Schweizer Preise. Wir gingen in die Notaufnahme und für 5 Minuten Beratung plus 20 Minuten Warten auf die Ergebnisse einer Analyse haben sie uns mehr als 300 Franken in Rechnung gestellt und obendrein überhaupt keine Diagnose gestellt. Wir gingen zu einem anderen Tierarzt und sie sah, dass sie eine Harnwegsinfektion hatte, sie verschrieb Schmerzmittel und ein Antibiotikum.

(Original)
Desorbitadamente caro, aún para los precios suizos. Fuimos por urgencias y por 5 min de consulta más 20 min de espera de resultados de una analítica nos clavaron más de  300 francos y encima no le diagnosticaron nada. Fuimos a otra veterinaria y vio que tenía infección del tracto urinario, le recetó medicamentos para el dolor y antibiótico."
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Bülach,
VetTrust Kleintierpraxis Glattbrugg,"Ich wurde wieder sehr freundlich und kompetent Bedient.Auch Gipsy,mein Hund hat sich sehr wohl gefühlt."
VetTrust Kleintierpraxis Glattbrugg,"Mein (Feriengast) Hund wurde sowas von herzlich empfangen. Echt schönes erlebnis, auch wenn der besuch beim arzt nicht so toll ist. Vielen Dank, wir sind wieder happy."
VetTrust Kleintierpraxis Glattbrugg,"Verständnisvoll, freundlich, preislich in Ordnung"
VetTrust Kleintierpraxis Glattbrugg,"Seit der Übernahme von Vettrust leider nicht mehr dasselbe.
Tierätztin war zwar nett, aber die TPA sind absolut nicht auf der höhe.
Wenn man fast weinend mit der Katze 30min vor dem Termin reinkommt damit man bereits vor Ort wäre falls sich die lage verschlechtert wird man nicht mal begrüsst oder beachtet. Lieber wird der Kunde ignoriert. Solche Leute sind im falschen Beruf.

Ebenfalls neu und völlig unverständlich ist die sofortige Bezahlung vor Ort, keine Rechnung möglich.
Werden uns leider einen neuen Tierarzt suchen für unsere Katzen, tut mir leid für Frau Dieth, ihre Praxis war mal so gut."
VetTrust Kleintierpraxis Glattbrugg,Bin sehr zufrieden kompetente Ärztin und mein Hund hat alles gut überstanden ( Operation).Kann es mit gutem Gewissen Weiterempfehlen .
VetTrust Kleintierpraxis Glattbrugg,"Sehr kompetente und freundliche Tierärztin. Frau Dieth hat alle meine Katzen stets zu meiner vollen Zufriedenheit diagnostiziert und behandelt. Sie hat erst letzten Samstag einen Fremdkörper operativ aus dem Hals meines Katers entfernt, nun ist das Tier wieder gesund und munter!
Auch die tiermedizinischen Praxisassistentin ist immer sehr freundlich und hilfsbereit. Vielen Dank!
Kann die Praxis vorbehaltlos weiterempfehlen."
VetTrust Kleintierpraxis Glattbrugg,"Für lange Zeit habe ich meine Katze zum Krallen schneiden gebracht. Es dauert höchsten 5 Minuten. Es kostete CHF 15,00. Ohne die Kunden zu informieren, haben sie die Preise auf CHF 23.10 erhöht. Mehr als 50% teurer!!!!! Schade, dass die Gier aufs Geld so gross ist !! So verliert man Kunden."
VetTrust Kleintierpraxis Glattbrugg,"Ich war schon mit mehreren meiner Tiere dort, immer sehr nett und freundlich behandelt worden. In dieser Praxis fühlt man sich gut aufgehoben. Kann ich bestens empfehlen 😊"
VetTrust Kleintierpraxis Glattbrugg,"Nicht zu empfehlen, hier wird die Glaubwürdigkeit des Hundebesitzers in erste Linie in Frage gestellt. Die""Tierärztin"" die mein Hund behandelt hat, sorgte nur dafür  dass die Rechnung richtig fett wurde, die Probleme aber nicht behoben oder gelöst! Bereits zwei Mal diese Praxis besucht und beide Mal sehr enttäuschend. Da lohnt es sich nur nach Kloten in die Tier Praxis zu gehen! 🖓"
VetTrust Kleintierpraxis Glattbrugg,"Die Ärztin ist unserer Meinung nach völlig inkompetent. Sie hat falsche Angaben zur Krankheit bzw. der Ansteckungsgefahr der Krankheit gemacht. Ausserdem erklärt sie sehr bedürftig, auch auf Nachfrage kommt nichts von Ihrer Seite aus. Entweder fehlt ihr das Wissen oder Sie hat einfach keine Lust. Diese Ärztin ist eine völlige Enttäuschung. Würden wir auf keinen Fall weiterempfehlen."
VetTrust Kleintierpraxis Glattbrugg,"Frau Dr. Dieth ist seit über 20 Jahren die Tierärztin meiner 4-beiner.
Schätze ihre Kompetenz und Transparenz sehr. Erklärt alles und hat einen sehr guten und respektvollen Umgang mit den Tieren.
Macht keine unnötigen Tests oder Untersuchungen nur um der Rechnung Willen!"
VetTrust Kleintierpraxis Glattbrugg,"Ich gehe schon seit Jahren mit unseren zwei Hunden so wie mit unseren Meerschweinchen und Hamster
zu Frau Dr. Dieth in Ihre Tierarztpraxis.Duchrch Ihre Kompetenz und den liebenvollen umgang mit den Tieren ist Frau Dr. Dieth die Tierärztin meines vertrauens geworden.Auch ihrem Team vertraue ich unsere Vierbeiner gerne an.Ich empfehle Sie und ihr Team mit gutem Gewissen gerne weiter."
VetTrust Kleintierpraxis Glattbrugg,"Schon mindestens vier unserer Hundegenerationen, zwei Katzengenerationen und sogar ein Ferkel, namens ""Gusti"" wurden in der Kleintierpraxis Glattbrugg stets kompetent& liebevoll behandelt. Wir waren immer ausnahmslos zufrieden. Tierärztin unseres Vertrauens! Vielen Dank!"
VetTrust Kleintierpraxis Glattbrugg,"Sehr empfehlenswerte Kleintierpraxis. Unser Kater Rusty ist eigentlich super scheu und zurückhaltend aber Frau Dr. Hunkeler hat ihn sofort geknackt. So liess Rusty sich durchchecken und abtasten, als ob sie eine alte Bekannte wäre. Auch Frau Dr. Dieth ist nicht nur eine tolle Veterinärin, sondern auch eine Tierliebhaberin, wie alle in der KTP Glattbrugg. Dazu sind alle sehr nett. Für Rusty haben wir da jedenfalls die optimale KTP gefunden und können sie uneingeschränkt empfehlen."
VetTrust Kleintierpraxis Glattbrugg,Seit vielen Jahren sehr zufrieden!
VetTrust Kleintierpraxis Glattbrugg,Danke dem Team der Kleintierpraxis Glattbrugg. Mein Hund Whoopi ist eine Woche nach der Notfall Zahn-OP wieder topfit. Ich bin begeistert über die Schnelle und professionelle Hilfe. Danke!
VetTrust Kleintierpraxis Glattbrugg,"Sorry der ist das Geld wichtiger als ein Notfall zu behandeln.
Kein Geld keine Behandlung hier.

Habe ein besseren gefunden der erst behandelt und dann schaut ."
VetTrust Kleintierpraxis Glattbrugg,"Sehr zufrieden mit den Tierärzten , sehr kompetent und freundlich."
VetTrust Kleintierpraxis Glattbrugg,Sehr empfehlenswert!! Gute Ärzte mit persönlichen Meinungen. Immer wieder gerne dort!!
VetTrust Kleintierpraxis Glattbrugg,Sehr angenehme Praxis. Man spührt sofort das die Tierärztin mit Leib und Seele ihren Beruf ausübt.
VetTrust Kleintierpraxis Glattbrugg,"Sehr freundlich, einfühlsam und kompetent."
VetTrust Kleintierpraxis Glattbrugg,Gute Tierärztin sowie das Personal. Kann ich nur weiterempfehlen
VetTrust Kleintierpraxis Glattbrugg,Sehr gute & herzliche Tierärztin. Kann ich nur weiter empfehlen!
VetTrust Kleintierpraxis Glattbrugg,Gute Tierärzte mit dem richtigen Gefühl für die Patienten
VetTrust Kleintierpraxis Glattbrugg,"Vielen Dank für eure moralische Unterstützung,frohe Festtage"
VetTrust Kleintierpraxis Glattbrugg,Sehr nette bedinug wenn mann mit tieren und anderen brobleme hatt
VetTrust Kleintierpraxis Glattbrugg,Sehr gute Tierärzin. Nimmt sich Zeit und erklärt alles gut
VetTrust Kleintierpraxis Glattbrugg,Sehr zufriden mit der blut Untersuchung.
VetTrust Kleintierpraxis Glattbrugg,"Bin immer sehr zufrieden, sehr kompetentes Team!"
VetTrust Kleintierpraxis Glattbrugg,Gute und kompetente Beratung
VetTrust Kleintierpraxis Glattbrugg,Da ist man in besten händen!!!
VetTrust Kleintierpraxis Glattbrugg,Sehr FREUNDLICHE KOMPETENTE crew
VetTrust Kleintierpraxis Glattbrugg,Sehr zuvorkommendes und liebes Personal.
VetTrust Kleintierpraxis Glattbrugg,Leute mit großem Herz für Tiere
VetTrust Kleintierpraxis Glattbrugg,"(Übersetzt von Google) Die Tierärzte sind sehr professionell und immer zufrieden mit ihrem Service. Mein Beagle-Welpe liebt sie auch.

(Original)
The vets are very professional and always happy with their service. My beagle puppy loves them too."
VetTrust Kleintierpraxis Glattbrugg,"(Übersetzt von Google) Sehr freundlicher und netter Arzt

(Original)
Very friendly and kind doctor"
VetTrust Kleintierpraxis Glattbrugg,"(Übersetzt von Google) Liebe kompetente zuverlässige 👍🏼👍🏼🔝🔝bei unseren beiden 😻😻

(Original)
Gentilissimi  competenti affidabili 👍🏼👍🏼🔝🔝con i nostri due 😻😻"
VetTrust Kleintierpraxis Glattbrugg,"(Übersetzt von Google) Sehr guter Tierarzt

(Original)
Very good vet"
VetTrust Kleintierpraxis Glattbrugg,
VetTrust Kleintierpraxis Glattbrugg,
VetTrust Kleintierpraxis Glattbrugg,
VetTrust Kleintierpraxis Glattbrugg,
VetTrust Kleintierpraxis Glattbrugg,
VetTrust Kleintierpraxis Glattbrugg,
VetTrust Kleintierpraxis Glattbrugg,
VetTrust Kleintierpraxis Glattbrugg,
VetTrust Kleintierpraxis Glattbrugg,
VetTrust Kleintierpraxis Glattbrugg,
VetTrust Kleintierpraxis Glattbrugg,
VetTrust Kleintierpraxis Glattbrugg,
VetTrust Kleintierpraxis Glattbrugg,
VetTrust Kleintierpraxis Glattbrugg,
